shop,title,price,old_price,discount,date_start,date_end,additional_info,img
maxima,"Baltyminis kefyro gėrimas GRAIKIŠKA AMFORA*, 2 rūšių, 1,8 % rieb., 500 g",1.65,1.95,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb18296e.png
maxima,"Fermentuotas jogurto gėrimas ACTIMEL*, 1,4 % rieb., 1 pak. (14 but. × 100 g)",4.99,6.99,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddb13c3b3.png
maxima,"Jogurtas iš A2 pieno*, 3 rūšių, 2,1–2,5 % rieb., 180 g",1.29,1.49,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb16b652.png
maxima,"Fetos sūris WELL DONE*, SKVN, 43 % rieb. s. m., 150 g",1.49,1.99,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddb0e9e46.png
maxima,"Pelėsinis sūris be laktozės TUREK CAMEMBERT*, 44 % rieb. s. m., 120 g",1.79,1.99,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb5b4391.png
maxima,"Kamamberas TUREK BBQ, skirtas kepti*, 46 % rieb. s. m., 120 g",1.99,2.99,,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695bddb4b67a3.png
maxima,"Gaudos sūris riekelėmis WELL DONE*, 48 % rieb. s. m., 150 g",1.49,1.99,,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695bddb56693e.png
maxima,"Fermentinis ROKIŠKIO sūris LIGHT riekelėmis*, 15 % rieb. s. m., 150 g",1.59,2.25,,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695bddb5141a9.png
maxima,"Fermentinis ROKIŠKIO sūris LIGHT*, 15 % rieb. s. m., 200 g",1.99,2.85,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb52d311.png
maxima,"S. JASINEVIČIAUS varškės sūris*, 15 % rieb. s. m., sveriamas, 1 kg",11.99,13.39,-10%,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb4d46ea.png
maxima,"S. JASINEVIČIAUS saldaus pieno sūris*, 2 rūšių, 22 % rieb. s. m., sveriamas, 1 kg",12.39,13.89,-10%,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695bddb54baa4.png
maxima,"S. JASINEVIČIAUS keptas saldaus pieno sūris*, 25 % rieb. s. m., sveriamas, 1 kg",13.09,14.59,-10%,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695bddb59ab91.png
maxima,"Tepamasis sūris PHILADELPHIA be laktozės*, 21 % rieb. s. m., 150 g",2.69,3.69,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb4ec5df.png
